time,ant,ejb,jpa,log4j,slf4j,guava,mockito,easymock,logback,jodatime,# osgi stuff,osgi,osgi-bundle,apache-felix,equinox,knopflerfish,jboss,cxf,apache-karaf,karaf,glassfish,bnd,aries,eclipse-gemini,eclipse-ecf,amdatu,pax-web,pax,aiolos,junit,junit4,# spring parts,spring,spring-mvc,spring-boot,spring-io,spring-xd,spring-cloud,spring-data,spring-batch,spring-security,spring-integration,spring hateoas,spring-social,spring-amqp,spring-webflow,# application servers,tomcat,jsp,jetty,jonas,geronimo,jboss-as-7,tomee,resin,weblogic,websphere,# apache commons,apache-commons-daemon,apache-commons-dateutils,apache-commons-dbcp,apache-commons-dbutils,apache-commons-digester,apache-commons-email,apache-commons-exec,apache-commons-fileupload,apache-commons-httpclient,apache-commons-io,apache-commons-jci,apache-commons-lang,apache-commons-lang3,apache-commons-logging,apache-commons-math,apache-commons-net,apache-commons-pool,apache-commons-scxml,apache-commons-vfs,apache-commons-csv,apache-commons,apache-commons-beanutils,apache-commons-cli,apache-commons-codec,apache-commons-collection,apache-commons-compress,apache-commons-config
2010-07-01,1292,283,1372,474,35,88,35,47,36,71,,282,1,31,43,2,965,145,2,,425,,,,3,,,2,,760,88,,2787,709,,,,,,12,352,23,,,,76,,1749,2162,277,,14,,,34,332,366,,2,,23,,12,7,5,16,32,3,1,3,,13,2,5,1,,6,,98,14,1,2,3,,1
2010-07-08,1308,285,1398,483,36,91,36,48,36,72,,286,1,33,43,2,977,151,2,,435,,,,3,,,2,,766,88,,2853,739,,,,,,12,358,23,,,,76,,1779,2206,282,,14,,,34,337,371,,2,,25,,12,7,5,16,33,3,1,3,,13,2,6,1,,6,,102,15,1,2,3,,1
2010-07-15,1330,291,1428,491,36,93,38,49,37,72,,289,1,33,44,2,994,154,2,,444,,,,3,,,2,,780,90,,2929,772,,,,,,12,364,24,,,,76,,1809,2254,288,,14,,,34,341,376,,2,,26,,13,7,5,16,35,3,1,3,,14,3,6,1,,6,,105,15,1,2,3,,1
2010-07-22,1353,295,1460,498,36,93,38,53,38,74,,292,1,33,44,2,1006,155,2,,455,,,,3,,,2,,797,94,,3012,807,,,,,,12,372,25,,,,78,,1838,2297,295,,14,,,34,352,379,,2,,26,,13,7,5,16,35,3,1,3,,14,3,6,1,,6,,106,15,1,2,3,,1
2010-07-29,1370,298,1489,510,37,94,39,55,40,77,,295,1,34,44,2,1019,161,2,,467,,,,3,,,2,,811,96,,3067,831,,,,,,12,383,25,,,,80,,1869,2340,300,,15,,,34,359,383,,2,,26,,13,7,5,17,35,3,1,3,,15,3,6,1,,6,,107,15,1,2,3,,1
2010-08-05,1402,306,1522,517,38,94,39,55,41,78,,296,1,34,45,2,1036,164,2,,479,,,,3,,,2,,832,96,,3125,849,,,,,,13,394,25,,,,80,,1895,2389,303,,15,,,34,365,388,,2,,26,,13,7,5,17,36,3,2,3,,15,3,6,1,,6,,109,15,1,2,3,,1
2010-08-12,1422,314,1564,528,40,95,40,57,41,79,,305,1,34,46,2,1061,166,2,,492,,,,3,,,2,,849,96,,3188,871,,,,,,13,410,25,,,,81,,1922,2442,309,,17,,,34,370,399,,2,,27,,13,7,5,17,37,4,2,3,,16,3,7,1,,6,,110,15,1,2,3,,2
2010-08-19,1447,319,1622,539,41,97,43,59,43,81,,316,1,34,47,2,1077,172,4,,502,,,,3,,,2,,866,98,,3256,891,,,,,,14,420,25,,,,82,,1955,2484,315,,17,,,34,373,402,,2,,27,,13,7,5,18,37,4,2,3,,16,3,7,1,,6,,113,15,1,2,3,,2
2010-08-26,1467,325,1649,551,43,98,44,60,45,82,,320,1,34,47,2,1088,173,4,,510,,,,3,,,2,,884,98,,3331,922,,,,,,15,427,26,,,,82,,1984,2534,320,,17,,,34,376,412,,2,,27,,13,7,5,18,37,4,2,3,,16,3,7,1,1,6,,116,15,1,2,3,,2
2010-09-02,1489,329,1693,557,44,101,47,60,46,83,,327,1,34,48,2,1108,174,4,,517,,,,3,,,2,,898,98,,3399,950,,,,,,16,432,26,,1,,82,,2014,2585,324,,17,,,35,380,415,,2,,28,,14,7,5,18,37,4,2,4,,16,3,7,1,1,6,,117,15,1,2,3,,2
2010-09-09,1512,337,1727,567,44,102,48,62,46,87,,333,1,34,48,2,1120,176,4,,527,,,,3,,,2,,912,102,,3468,975,,,,,,18,440,26,,1,,85,,2051,2627,326,,17,,,37,391,423,,2,,30,,14,7,5,18,37,4,2,4,,16,3,8,1,1,6,,118,15,1,2,3,,2
2010-09-16,1535,343,1771,575,45,105,50,64,47,91,,338,1,36,50,2,1136,176,4,,534,,,,3,,,2,,927,105,,3548,1006,,,,,,19,453,26,,1,,85,,2086,2678,330,,17,,,37,396,429,,2,,30,,14,7,5,18,37,4,2,5,,16,3,8,1,1,6,,120,15,1,2,3,,2
2010-09-23,1568,347,1808,580,47,109,52,68,47,92,,342,1,36,50,2,1147,180,4,,542,,,,3,,,2,,940,108,,3629,1039,,,,,,20,468,26,,1,,89,,2130,2722,334,,17,,,37,404,438,,2,,30,,14,8,5,18,37,4,2,5,,16,3,8,1,1,6,,121,15,1,2,3,,2
2010-09-30,1589,356,1853,582,50,113,53,69,49,94,,348,1,36,52,2,1161,186,4,,553,,,1,3,,,3,,950,111,,3692,1064,,,,,,20,486,26,,1,,90,,2157,2767,341,,17,,,38,411,444,,2,,30,,16,8,5,18,38,4,2,5,,16,3,8,1,1,7,,123,15,1,2,3,,2
2010-10-07,1610,367,1894,587,52,115,55,70,51,94,,350,1,36,53,2,1178,187,4,,561,,,1,4,,,3,,963,116,,3742,1083,,,,,,20,502,26,,1,,92,,2206,2815,346,,17,,,38,419,448,,2,,30,,16,8,5,18,39,4,2,5,,16,3,8,1,1,7,,126,15,1,2,3,,2
2010-10-14,1641,372,1926,596,54,117,57,70,53,95,,359,1,37,55,2,1193,189,5,,573,,,1,4,,,3,,978,121,,3818,1113,,,,,,21,520,26,,1,,94,,2238,2870,353,,18,,,38,425,456,,2,,31,,16,8,5,18,39,4,2,5,,16,3,9,1,1,7,,128,15,1,3,3,,2
2010-10-21,1672,378,1965,608,58,121,60,71,54,95,,363,1,37,55,2,1210,194,5,,583,,,1,4,,,3,,991,121,,3880,1139,,,,,,21,534,26,,1,,96,,2266,2935,360,,18,,,39,430,457,,2,,32,,16,8,5,18,39,4,2,6,,16,3,11,1,1,7,,130,16,1,3,3,,2
2010-10-28,1693,383,2013,621,60,126,60,73,56,98,,367,1,37,55,2,1230,198,5,,591,,,1,4,,,3,,1005,125,,3969,1176,,,,,,21,544,27,,1,,100,,2300,2998,368,,18,,,39,442,461,,2,,32,,16,8,5,19,40,4,2,6,,16,3,11,1,1,7,,133,16,1,3,3,,2
2010-11-04,1722,393,2053,632,61,129,60,74,56,104,,376,1,37,56,2,1245,200,6,,606,,,1,4,,,3,,1021,125,,4045,1211,,,,,,23,554,28,,1,,102,,2338,3048,375,,19,,,40,452,468,,2,,33,,16,8,5,19,40,4,2,6,,16,3,11,1,1,7,,134,16,1,3,3,,2
2010-11-11,1748,400,2097,651,64,133,61,74,57,110,,380,1,37,56,2,1259,203,6,,614,,,1,4,,,3,,1031,126,,4134,1259,,,,,,24,564,28,,1,,106,,2384,3101,380,,19,,,41,456,473,,2,,34,,16,8,5,20,44,4,2,7,,18,3,11,1,1,7,,138,16,1,4,3,,2
2010-11-18,1771,404,2149,664,65,137,63,75,58,112,,384,1,38,56,2,1278,205,6,,627,,,1,4,,,3,,1054,128,,4219,1298,,,,,,24,576,29,,1,,106,,2434,3151,395,,19,,,41,463,476,,2,,34,,16,9,5,21,45,4,2,8,,18,3,11,1,1,7,,139,16,1,4,3,,2
2010-11-25,1795,410,2198,677,68,140,68,75,59,116,,388,1,39,57,2,1294,213,6,,637,,,1,4,,,3,,1078,131,,4326,1334,,,,,,25,583,30,,1,,107,,2485,3213,405,,19,,,41,472,482,,2,,35,,16,9,6,21,46,4,2,8,,18,3,11,1,1,8,,140,16,1,4,5,,2
2010-12-02,1827,420,2235,693,71,144,68,76,60,118,,395,1,39,57,2,1308,215,6,,649,,,1,4,,,3,,1088,133,,4442,1375,,,,,,25,593,30,,2,,107,,2524,3286,416,,19,,,41,477,485,,2,,35,,16,9,6,21,46,5,2,8,,18,3,12,1,1,8,,145,17,1,4,5,,2
2010-12-09,1863,434,2289,706,71,147,73,79,61,120,,399,1,40,57,2,1331,218,6,,667,,,1,4,,,3,,1105,133,,4538,1419,,,,,,25,602,31,,2,,109,,2569,3356,421,,19,,,41,485,491,,2,,36,,17,10,6,21,46,5,2,8,,18,3,13,1,1,8,,146,17,1,4,5,,2
2010-12-16,1884,444,2333,714,72,149,76,79,62,126,,405,1,40,57,2,1347,228,6,,678,,,1,4,,,3,,1119,135,,4645,1467,,,,,,26,614,31,,2,,112,,2615,3425,426,,20,,,42,490,500,,2,,36,,17,10,6,21,46,5,2,8,,18,3,14,1,1,8,,150,19,1,4,5,,2
2010-12-23,1908,452,2366,722,72,151,78,79,62,127,,410,1,41,57,2,1372,236,6,,688,,,1,4,,,3,,1132,137,,4718,1499,,,,,,26,621,31,,2,,113,,2643,3479,428,,20,,,42,494,508,,2,,37,,17,10,6,22,47,5,2,8,,18,3,17,1,1,8,,156,19,1,4,5,,2
2010-12-30,1923,458,2397,731,73,155,79,81,63,130,,414,1,42,58,2,1379,240,7,,696,,,1,4,,,3,,1136,139,,4777,1517,,,,,,26,632,31,,2,,113,,2670,3512,438,,20,,,42,499,511,,2,,37,,17,10,6,22,48,5,2,8,,18,3,17,1,1,8,,160,19,1,4,5,,2
2011-01-06,1939,464,2432,745,73,158,79,83,64,132,,419,1,42,59,2,1398,247,7,,707,,,1,4,,,3,,1144,140,,4858,1543,,,,,,26,640,32,,2,,117,,2701,3547,440,,20,,,42,505,514,,2,,38,,17,10,6,22,49,5,2,8,,18,3,17,1,1,8,,163,20,1,4,5,,2
2011-01-13,1967,467,2483,753,74,160,82,84,65,141,,423,1,42,59,2,1420,250,7,,718,,,1,4,,,4,,1157,141,,4953,1588,,,,,,26,655,32,,2,,118,,2757,3616,447,,20,,,42,515,525,,2,,38,,18,10,6,22,49,5,2,8,,18,3,18,1,1,8,,165,20,1,4,5,,2
2011-01-20,1998,483,2527,767,78,161,82,88,68,146,,426,1,42,59,2,1436,257,7,,734,,,1,4,,,4,,1172,142,,5049,1625,,,,,,27,665,33,,2,,121,,2817,3691,459,,20,,,42,521,532,,2,,39,,18,10,7,22,50,6,2,8,,18,3,19,1,1,8,,174,20,2,4,6,,2
2011-01-27,2030,500,2572,770,78,161,84,89,68,149,,429,1,42,60,2,1464,264,8,,743,,,1,4,,,4,,1188,142,,5137,1667,,,,,,28,678,34,,3,,123,,2863,3753,467,,20,,,42,530,543,,2,,41,,18,10,7,22,51,7,2,8,,19,3,20,1,1,8,,176,20,2,4,6,,3
2011-02-03,2061,509,2626,785,79,167,88,90,70,151,,444,1,46,61,2,1497,268,8,,758,,,1,4,,,4,,1202,146,,5226,1722,,,,,,28,689,34,,4,,125,,2915,3820,475,,20,,,42,535,551,,2,,41,,18,11,7,22,51,8,2,9,,19,3,21,1,1,8,,179,22,2,4,6,,3
2011-02-10,2087,516,2667,794,81,173,90,92,70,152,,457,1,46,63,2,1515,275,8,,768,,,1,4,,,4,,1225,147,,5332,1773,,,,,,30,709,36,,4,,127,,2964,3906,485,,20,,,42,546,559,,2,,42,,18,11,8,22,52,8,2,9,,22,3,21,1,1,8,,182,22,3,4,6,,3
2011-02-17,2127,529,2716,808,81,178,92,93,72,154,,466,1,46,63,2,1541,282,8,,779,,,1,4,,,4,,1250,149,,5439,1823,,,,,,32,727,36,,4,,130,,3028,3994,496,,20,,,42,559,573,,2,,44,,18,11,10,22,53,8,2,9,,25,3,22,1,1,8,,187,23,3,4,6,,3
2011-02-24,2169,538,2773,824,83,185,94,96,74,159,,478,1,48,65,2,1566,286,8,,793,,,1,4,,,4,,1265,154,,5574,1880,,,,,,36,753,37,,4,,131,,3083,4093,510,,20,,,43,563,582,,2,,44,,20,11,11,22,54,8,3,9,,25,3,23,1,1,8,,192,23,3,5,6,,3
2011-03-03,2231,545,2830,842,84,186,94,97,74,166,,485,1,49,65,2,1591,288,8,,809,1,,1,4,,,6,,1286,159,,5713,1940,,,,,,37,769,38,,4,,137,,3146,4185,523,,23,,,45,573,595,,2,,45,,22,11,13,22,56,8,3,9,,26,3,23,1,2,8,,198,23,3,7,6,,4
2011-03-10,2265,549,2873,854,85,187,98,98,76,168,,490,1,50,65,2,1611,294,9,,826,1,,1,4,,,6,,1308,164,,5830,1993,,,,,,43,793,39,,4,,140,,3208,4285,528,,23,,,45,581,606,,2,,45,,22,11,13,24,56,9,3,9,,28,3,23,1,3,8,,203,23,3,7,7,,4
2011-03-17,2299,559,2930,864,88,188,102,101,78,170,,497,1,51,65,3,1633,299,9,,847,1,,1,5,,,6,,1331,166,,5971,2050,,,,,,46,808,39,,4,,145,,3275,4371,547,,23,,,46,586,612,,2,,46,,23,11,13,25,56,9,3,9,,28,3,25,1,3,9,,207,25,3,8,7,,5
2011-03-24,2318,565,2986,875,91,191,105,104,78,172,,508,1,51,66,3,1653,302,9,,860,1,,1,5,,,6,,1346,170,,6107,2099,,,,,,47,834,40,,4,,146,,3341,4437,558,,23,,,47,591,618,,2,,46,,23,11,13,26,57,9,3,9,,29,3,25,1,3,9,,209,25,3,8,7,,5
2011-03-31,2342,571,3029,891,96,194,109,108,80,173,,512,1,51,68,3,1672,305,9,,881,1,,1,5,,,7,,1370,172,,6256,2159,,,,,,47,875,42,,4,,151,,3379,4532,570,,23,,,48,598,623,,2,,46,,26,11,13,26,57,9,3,9,,29,3,25,1,3,9,,213,25,4,9,7,,5
2011-04-07,2389,577,3074,900,97,198,111,108,80,175,,517,1,51,68,3,1696,310,9,,909,1,,1,5,,,7,,1408,175,,6374,2199,,,,,,49,890,42,,5,,152,,3453,4628,573,,23,,,48,607,633,,2,,48,,26,12,15,26,58,9,3,9,,29,4,25,1,3,9,,218,25,4,9,7,,6
2011-04-14,2422,595,3112,917,101,202,118,110,84,180,,522,1,52,69,3,1712,315,9,,922,1,,1,5,,,7,,1434,176,,6507,2237,,,,,,51,905,44,,5,,157,,3523,4700,584,,23,,,48,622,640,,2,,50,,26,12,15,26,58,9,3,9,,30,4,25,1,3,9,,221,29,5,9,7,,6
2011-04-21,2471,612,3153,931,110,207,121,114,87,183,,527,1,52,69,3,1729,320,10,,934,1,,1,6,,,8,,1460,181,,6631,2289,,,,,1,53,924,44,,5,,161,,3595,4804,593,,23,,,48,636,651,,2,,52,,26,12,15,27,58,9,3,9,,32,4,25,1,3,9,,225,30,5,9,7,,7
2011-04-28,2510,622,3186,938,114,214,123,115,91,184,,535,1,52,69,3,1750,323,10,,953,1,,1,6,,,8,,1475,185,,6730,2329,,,,,1,53,936,44,,5,,164,,3654,4878,602,,23,,,49,641,659,,2,,52,,26,13,15,28,62,9,3,9,,32,4,25,1,3,9,,227,30,5,9,7,,8
2011-05-05,2540,632,3240,950,117,215,124,116,94,187,,542,1,53,70,3,1770,331,10,,970,1,,1,6,,,8,,1493,191,,6846,2379,,,,,3,53,951,44,,5,,167,,3714,4979,604,,23,,,49,651,667,,2,,53,,27,13,15,28,64,9,3,9,,32,4,26,1,3,9,,228,31,5,9,8,,8
2011-05-12,2581,647,3283,961,122,221,132,117,99,189,,548,1,53,70,3,1791,347,10,,989,1,,1,7,,,8,,1512,195,,6954,2426,,,,,3,56,963,45,,5,,170,,3775,5079,613,,24,,,49,665,674,,2,,54,,27,14,15,28,64,10,3,9,,33,4,28,1,3,9,,233,31,5,9,8,,9
2011-05-19,2606,657,3333,975,127,226,139,120,104,194,,556,1,58,72,3,1821,351,10,,1008,1,,1,7,,,8,,1546,200,,7065,2481,,,,,4,58,975,47,,5,,171,,3828,5164,620,,24,,,49,676,685,,2,,55,,28,14,15,28,65,11,3,9,,34,4,28,1,4,10,,237,31,6,9,8,,9
2011-05-26,2644,667,3366,997,129,228,140,122,106,200,,567,1,58,75,3,1843,364,10,,1026,1,,2,7,,,8,,1575,208,,7175,2522,,,,,4,65,998,47,,5,,175,,3870,5231,630,,24,,,49,687,692,,2,,55,,30,14,16,28,66,11,3,9,,34,4,30,2,4,10,,239,32,6,9,8,,11
2011-06-02,2684,683,3413,1010,130,233,145,124,108,203,,571,1,58,77,3,1873,372,10,,1040,1,,2,7,,,8,,1593,210,,7290,2564,,,,,4,68,1018,47,,5,,177,,3914,5311,633,,24,,,49,693,708,,2,,56,,30,14,16,30,67,11,3,9,,34,5,33,2,4,10,,242,33,6,9,9,,11
2011-06-09,2726,699,3458,1018,132,237,149,126,109,209,,582,1,59,79,3,1893,375,10,,1056,1,,3,7,,,8,,1617,218,,7395,2596,,,,,4,68,1037,47,,5,,181,,3963,5375,646,,24,,,49,699,715,,3,,56,,30,14,16,30,67,11,3,9,,36,5,33,3,4,10,,244,33,6,9,9,,11
2011-06-16,2762,706,3500,1029,139,244,154,128,110,210,,587,1,60,81,3,1919,388,10,,1069,1,,3,7,,,8,,1637,225,,7509,2627,,,,,7,68,1057,47,,5,,184,,4025,5459,656,,24,,,49,707,724,,3,,57,,30,14,17,30,68,12,3,9,,37,5,34,3,4,10,,252,33,6,10,9,,11
