time,ant,ejb,jpa,log4j,slf4j,guava,mockito,easymock,logback,jodatime,# osgi stuff,osgi,osgi-bundle,apache-felix,equinox,knopflerfish,jboss,cxf,apache-karaf,karaf,glassfish,bnd,aries,eclipse-gemini,eclipse-ecf,amdatu,pax-web,pax,aiolos,junit,junit4,# spring parts,spring,spring-mvc,spring-boot,spring-io,spring-xd,spring-cloud,spring-data,spring-batch,spring-security,spring-integration,spring hateoas,spring-social,spring-amqp,spring-webflow,# application servers,tomcat,jsp,jetty,jonas,geronimo,jboss-as-7,tomee,resin,weblogic,websphere,# apache commons,apache-commons-daemon,apache-commons-dateutils,apache-commons-dbcp,apache-commons-dbutils,apache-commons-digester,apache-commons-email,apache-commons-exec,apache-commons-fileupload,apache-commons-httpclient,apache-commons-io,apache-commons-jci,apache-commons-lang,apache-commons-lang3,apache-commons-logging,apache-commons-math,apache-commons-net,apache-commons-pool,apache-commons-scxml,apache-commons-vfs,apache-commons-csv,apache-commons,apache-commons-beanutils,apache-commons-cli,apache-commons-codec,apache-commons-collection,apache-commons-compress,apache-commons-config
2014-05-08,9317,3376,14721,3827,916,1386,1499,501,808,1191,,2864,209,385,353,25,6786,2349,251,36,4299,60,29,16,13,4,16,33,,7557,1271,,41668,16578,330,6,20,,1077,954,5956,755,,255,90,842,,16798,25075,3088,8,99,,49,115,2611,2866,,13,2,180,21,59,49,46,113,245,63,4,30,,111,51,164,16,10,58,1,839,114,36,27,34,15,56
2014-05-15,9361,3401,14816,3844,922,1397,1519,504,818,1198,,2876,211,386,354,25,6831,2366,252,38,4321,60,29,16,13,5,16,33,,7609,1276,,42060,16740,357,6,20,,1089,966,6003,765,,257,92,848,,16902,25270,3107,8,102,,51,115,2624,2881,,13,2,183,21,59,49,46,115,246,63,4,31,,111,51,165,16,11,59,1,841,115,36,28,34,15,56
2014-05-22,9407,3422,14911,3859,930,1408,1530,506,820,1209,,2885,213,387,356,25,6862,2371,253,39,4344,60,29,16,13,5,16,33,,7657,1284,,42409,16877,374,6,21,,1102,985,6061,776,,259,97,848,,17015,25452,3123,8,103,,53,115,2642,2891,,13,2,184,21,59,49,46,117,247,65,4,31,,113,53,165,16,11,59,1,843,115,36,28,34,15,56
2014-05-29,9451,3443,15036,3880,937,1418,1541,507,831,1219,,2898,216,389,358,25,6897,2381,254,40,4371,60,29,16,13,5,16,33,,7715,1292,,42779,17004,394,6,24,,1117,993,6111,792,,259,98,858,,17128,25643,3139,8,103,,55,115,2653,2909,,13,2,184,21,59,49,46,118,249,65,4,32,,114,55,166,16,11,59,1,847,115,36,28,34,15,56
2014-06-05,9484,3465,15142,3894,948,1423,1553,511,837,1233,,2909,218,389,359,25,6923,2400,257,42,4399,60,29,16,13,5,16,33,,7766,1300,,43114,17123,414,6,24,,1126,1008,6148,821,,260,103,862,,17245,25774,3154,8,103,,61,115,2667,2928,,13,2,186,21,59,49,46,119,249,65,4,32,,114,56,166,16,11,59,1,847,115,36,28,34,15,56
2014-06-12,9522,3485,15239,3917,954,1430,1568,514,846,1238,,2915,219,390,359,25,6968,2412,257,42,4414,60,29,16,13,5,16,33,,7821,1302,,43454,17257,451,6,24,,1141,1015,6207,836,,263,108,865,,17352,25929,3166,8,105,,63,115,2681,2948,,13,2,188,21,59,50,46,119,250,65,4,32,,115,56,166,17,11,60,1,853,115,36,28,34,15,56
2014-06-19,9563,3504,15328,3935,959,1440,1587,516,852,1242,,2922,223,391,359,25,7014,2423,258,43,4431,61,29,16,13,5,16,33,,7865,1310,,43817,17373,481,6,27,,1155,1033,6251,848,,265,112,870,,17451,26069,3175,8,105,,67,116,2693,2965,,14,2,189,21,59,50,47,119,251,65,4,32,,116,56,169,17,11,60,1,858,116,37,28,36,15,57
2014-06-26,9586,3520,15427,3951,962,1447,1612,519,858,1260,,2941,226,395,361,25,7059,2434,261,45,4444,61,29,16,13,5,16,34,,7910,1317,,44187,17504,515,7,30,,1176,1045,6304,859,,265,115,871,,17547,26232,3196,9,105,,67,116,2718,2978,,14,2,191,21,59,50,47,122,252,66,4,32,,116,56,170,17,11,60,1,863,118,38,28,36,15,57
2014-07-03,9620,3543,15527,3968,966,1456,1626,525,864,1271,,2955,228,398,361,25,7108,2461,266,46,4473,61,29,16,13,5,16,35,,7964,1329,,44506,17641,543,8,31,,1184,1060,6349,877,,266,119,872,,17642,26371,3216,9,105,,67,116,2736,2987,,14,2,192,21,59,50,47,123,255,68,4,32,,116,56,170,17,11,60,1,867,118,38,28,36,15,57
2014-07-10,9654,3562,15623,3986,974,1463,1647,526,868,1279,,2969,232,400,363,25,7144,2473,269,48,4493,61,29,16,13,5,16,36,,8007,1333,,44918,17805,578,10,36,,1206,1077,6407,898,,268,123,877,,17737,26528,3234,9,106,,68,116,2757,3004,,14,2,192,22,59,50,48,124,257,68,4,32,,116,58,170,17,12,60,1,867,118,38,28,36,15,57
2014-07-17,9709,3580,15712,4005,980,1475,1669,536,876,1292,,2989,237,402,364,25,7193,2497,272,51,4525,61,29,16,13,5,16,36,,8054,1343,,45319,17968,620,11,41,,1230,1092,6468,930,,270,127,882,,17845,26685,3243,9,107,,72,116,2774,3016,,14,2,193,22,59,50,48,125,258,68,4,32,,116,58,170,17,12,60,1,870,118,38,28,36,15,58
2014-07-24,9766,3599,15807,4025,985,1487,1686,541,881,1300,,3001,242,405,365,25,7239,2508,274,55,4542,61,30,16,13,7,16,36,,8101,1355,,45702,18117,648,11,43,,1256,1105,6523,953,,275,128,885,,17970,26850,3264,9,108,,77,116,2791,3030,,14,2,194,22,59,50,49,125,259,68,4,32,,117,60,170,17,12,61,1,875,118,39,28,36,15,58
2014-07-31,9819,3613,15924,4062,992,1492,1703,541,890,1306,,3014,244,408,366,25,7279,2519,277,56,4561,61,32,17,13,7,16,36,,8149,1365,,46054,18252,678,11,48,,1269,1116,6591,977,,282,129,888,,18078,27010,3279,9,108,,79,117,2805,3048,,14,2,196,22,59,50,49,126,261,70,4,32,,118,63,171,17,12,61,1,879,119,39,28,36,15,59
2014-08-07,9859,3626,16022,4079,1004,1498,1726,542,897,1313,,3031,249,409,366,25,7311,2533,282,59,4575,61,32,17,13,8,17,36,,8192,1372,,46430,18409,700,12,53,,1286,1136,6636,994,,283,134,891,,18191,27170,3299,9,111,,82,117,2823,3060,,14,2,196,23,59,50,49,126,264,70,4,32,,118,63,172,17,12,61,1,881,121,39,28,36,15,59
2014-08-14,9899,3645,16134,4102,1009,1509,1742,544,903,1330,,3046,252,412,367,25,7362,2545,283,60,4599,61,32,17,13,9,17,37,,8234,1375,,46792,18544,740,13,56,,1307,1154,6685,1009,,284,138,893,,18296,27329,3313,9,111,,85,117,2837,3078,,14,2,198,23,60,50,49,126,268,73,4,33,,118,64,172,17,12,61,1,882,121,39,29,36,15,59
2014-08-21,9940,3663,16227,4119,1014,1518,1762,547,910,1342,,3058,254,414,369,25,7404,2554,283,60,4613,62,32,17,13,9,17,37,,8291,1382,,47127,18690,778,13,57,,1321,1167,6732,1021,,286,141,898,,18388,27456,3331,9,112,,87,117,2849,3092,,14,2,201,23,60,50,49,126,270,74,4,33,,118,64,172,17,12,61,1,884,122,40,30,36,16,59
2014-08-28,9986,3676,16344,4150,1020,1525,1776,550,925,1347,,3068,256,417,370,25,7450,2573,285,63,4631,63,32,17,13,9,17,37,,8335,1385,,47486,18855,817,13,60,,1347,1181,6787,1040,,291,143,901,,18503,27610,3348,9,112,,87,118,2877,3111,,15,2,202,23,60,50,49,126,274,74,4,34,,118,64,174,18,12,61,1,888,122,42,30,37,16,59
2014-09-04,10029,3695,16470,4164,1026,1538,1789,551,934,1354,,3080,258,419,371,25,7504,2592,289,63,4655,63,32,17,13,9,17,37,,8389,1386,,47870,19001,848,13,60,,1364,1190,6844,1058,,297,145,901,,18630,27753,3363,9,112,,92,119,2893,3126,,15,2,203,23,60,50,49,127,275,77,4,34,,118,64,175,18,12,64,1,892,122,42,30,41,16,59
2014-09-11,10072,3720,16597,4193,1034,1547,1801,551,940,1361,,3101,265,421,373,25,7568,2608,291,65,4688,63,32,17,13,9,17,37,,8432,1391,,48322,19189,902,13,61,,1397,1212,6908,1077,,301,146,907,,18770,27895,3381,9,115,,95,119,2911,3142,,15,2,204,23,60,50,51,127,278,77,4,35,,121,64,178,18,12,66,1,896,122,42,30,42,18,59
2014-09-18,10119,3742,16702,4218,1040,1560,1819,552,948,1369,,3118,267,423,374,25,7618,2631,293,69,4730,64,32,17,13,9,17,37,,8485,1405,,48734,19365,942,13,64,,1422,1230,6959,1101,,304,149,917,,18892,28062,3411,9,115,,98,119,2930,3163,,15,2,204,23,60,50,51,127,280,78,4,35,,122,64,180,18,12,66,1,900,123,42,31,42,18,61
2014-09-25,10172,3778,16824,4243,1047,1576,1840,552,957,1383,,3140,271,427,378,25,7670,2662,295,71,4779,66,32,18,13,9,17,38,,8537,1413,,49146,19541,978,14,67,,1438,1249,7015,1115,,305,151,923,,19030,28198,3427,9,115,,99,119,2951,3178,,15,2,205,23,60,50,51,128,281,78,4,35,,122,64,180,18,12,67,1,905,123,42,31,42,18,61
2014-10-02,10221,3812,16941,4265,1054,1584,1858,555,967,1395,,3150,274,427,380,25,7733,2680,296,71,4800,66,32,18,13,9,17,38,,8596,1428,,49546,19701,1023,16,69,1,1456,1262,7078,1132,,308,152,929,,19144,28366,3459,9,115,,99,120,2978,3196,,15,2,206,23,63,51,52,129,281,79,4,36,,123,64,182,19,12,67,1,911,123,42,31,42,18,61
2014-10-09,10273,3834,17028,4281,1059,1587,1869,555,974,1404,,3170,277,430,380,25,7767,2692,298,72,4834,66,33,18,15,9,17,38,,8649,1435,,49884,19851,1060,16,72,3,1475,1272,7137,1145,,310,160,933,,19234,28491,3483,10,115,,100,121,3000,3217,,15,2,208,24,63,51,52,129,282,79,4,36,,123,64,182,19,12,67,1,914,124,44,31,43,19,61
2014-10-16,10329,3855,17157,4305,1065,1595,1893,556,981,1419,,3181,280,431,381,25,7834,2710,301,75,4870,66,33,18,15,9,17,38,,8707,1447,,50299,20043,1105,16,72,7,1496,1294,7204,1164,,316,164,935,,19336,28638,3507,10,115,,102,123,3028,3240,,15,2,209,24,63,52,52,130,283,80,4,36,,123,64,183,19,12,68,1,915,124,44,31,43,20,61
2014-10-23,10377,3879,17272,4318,1073,1602,1918,561,991,1429,,3197,285,432,385,25,7891,2729,307,77,4908,66,34,18,15,9,17,38,,8766,1459,,50694,20209,1139,16,72,8,1525,1309,7259,1184,,327,167,935,,19444,28801,3527,10,115,,106,123,3052,3253,,15,2,210,24,63,52,52,130,285,80,4,36,,123,65,184,19,12,70,1,919,125,44,31,43,20,61
2014-10-30,10413,3901,17392,4350,1081,1609,1938,561,1002,1438,,3221,288,439,388,26,7948,2751,311,81,4937,66,34,18,16,10,18,38,,8816,1460,,51132,20402,1197,16,75,10,1555,1324,7325,1204,,330,167,938,,19567,28970,3553,10,115,,108,123,3063,3260,,15,2,211,25,64,52,52,130,287,80,4,36,,124,67,184,19,12,70,1,925,125,44,31,43,20,61
2014-11-06,10467,3923,17498,4370,1086,1619,1953,561,1008,1446,,3233,290,439,390,26,8011,2770,313,81,4970,67,34,18,16,10,18,39,,8848,1468,,51539,20595,1243,16,79,10,1583,1339,7385,1220,,330,167,942,,19708,29111,3578,10,115,,112,124,3088,3271,,15,3,214,25,65,53,53,132,289,81,4,37,,126,69,184,19,12,70,2,932,126,45,31,43,21,61
2014-11-13,10521,3937,17602,4393,1093,1625,1958,567,1015,1454,,3253,294,440,391,26,8066,2795,319,86,5001,67,34,18,16,10,18,39,,8915,1475,,52006,20770,1288,16,83,12,1602,1355,7438,1245,,334,169,949,,19851,29258,3598,10,116,,117,125,3111,3290,,15,3,216,25,65,53,53,132,291,81,4,39,,127,69,185,21,13,71,2,934,128,45,31,43,21,61
2014-11-20,10589,3959,17708,4419,1103,1640,1976,570,1019,1466,,3282,302,446,392,26,8124,2815,322,88,5021,67,35,18,16,10,20,39,,8973,1489,,52443,20952,1331,16,89,15,1620,1377,7506,1271,,335,173,951,,19961,29414,3610,10,116,,119,126,3133,3300,,15,3,216,25,65,53,53,133,292,82,4,39,,127,70,185,21,13,71,2,935,128,45,31,43,21,61
2014-11-27,10639,3985,17829,4443,1112,1649,1995,573,1026,1475,,3298,308,448,392,26,8180,2848,325,91,5047,69,35,18,16,10,20,39,,9036,1498,,52927,21127,1386,16,92,18,1645,1396,7540,1286,,338,182,955,,20082,29561,3627,11,116,,123,127,3148,3317,,15,3,217,25,65,53,55,133,293,82,4,40,,128,70,187,22,13,71,2,942,129,45,32,43,21,61
2014-12-04,10679,4014,17939,4463,1114,1660,2004,574,1030,1481,,3309,309,448,394,26,8233,2876,327,92,5067,69,37,18,16,10,20,39,,9084,1507,,53330,21302,1437,16,96,21,1661,1414,7597,1311,,341,186,959,,20226,29733,3643,11,118,,126,130,3167,3333,,15,3,218,25,66,53,56,133,295,82,4,41,,128,70,190,22,13,71,2,945,129,45,32,44,21,64
2014-12-11,10723,4035,18067,4484,1116,1670,2019,577,1033,1491,,3319,314,452,400,26,8280,2900,330,93,5092,69,37,18,16,10,20,39,,9146,1513,,53764,21456,1490,16,100,23,1684,1425,7647,1331,,343,189,961,,20344,29897,3658,11,119,,128,130,3181,3347,,15,3,218,25,66,54,56,134,299,83,4,41,,129,71,190,22,13,72,3,948,129,46,32,44,21,65
2014-12-18,10761,4051,18173,4506,1125,1681,2034,583,1046,1499,,3334,315,454,404,26,8337,2925,330,93,5110,70,37,19,17,10,20,39,,9202,1520,,54184,21610,1560,17,104,30,1702,1450,7710,1359,,345,193,965,,20450,30066,3674,11,119,,131,132,3195,3367,,15,3,218,25,66,54,56,134,301,83,4,41,,129,71,190,22,13,72,3,948,129,47,32,45,21,66
2014-12-25,10789,4065,18278,4517,1131,1692,2057,584,1054,1501,,3339,318,454,405,26,8373,2936,332,96,5129,71,37,19,17,10,21,40,,9259,1525,,54535,21785,1602,18,107,34,1734,1463,7779,1373,,349,197,969,,20554,30182,3688,11,120,,131,132,3206,3373,,15,3,218,25,66,54,56,134,302,83,4,41,,129,72,190,22,13,73,3,951,130,48,32,45,21,67
2015-01-01,10813,4078,18354,4524,1134,1701,2066,587,1058,1505,,3351,322,455,408,27,8395,2944,335,100,5146,71,37,19,17,10,21,41,,9285,1529,,54820,21913,1636,18,109,36,1750,1476,7825,1382,,349,199,970,,20623,30301,3702,11,120,,134,132,3212,3381,,16,3,219,25,66,54,56,136,303,83,4,41,,129,74,190,22,13,73,3,954,130,48,32,45,21,67
2015-01-08,10840,4099,18441,4542,1140,1704,2081,588,1064,1511,,3359,322,455,411,27,8433,2957,337,102,5167,71,37,19,17,11,21,42,,9336,1536,,55154,22063,1679,18,111,38,1766,1494,7883,1403,,352,200,972,,20739,30423,3713,11,120,,135,132,3216,3389,,17,3,221,25,66,54,56,136,305,84,4,41,,129,75,192,22,13,75,3,958,130,49,32,45,21,67
2015-01-15,10889,4120,18565,4565,1144,1714,2103,590,1072,1522,,3374,326,457,411,28,8490,2979,341,106,5192,72,37,19,17,11,21,42,,9383,1542,,55560,22235,1728,19,115,42,1793,1514,7948,1417,,358,201,978,,20878,30592,3729,11,120,,139,132,3235,3401,,17,3,221,25,66,54,56,138,305,84,4,41,,130,75,192,22,13,75,3,964,132,49,32,45,21,67
2015-01-22,10928,4141,18679,4586,1151,1720,2117,590,1081,1531,,3384,328,461,413,28,8550,2991,343,108,5217,73,37,19,17,11,21,42,,9435,1551,,56049,22405,1792,19,119,44,1824,1543,8018,1436,,362,204,978,,20987,30729,3755,11,121,,140,132,3252,3411,,17,3,222,25,66,54,57,138,307,84,4,42,,130,75,192,22,13,76,3,970,132,49,32,45,21,69
2015-01-29,10973,4157,18792,4612,1157,1733,2140,594,1086,1542,,3403,330,462,414,29,8599,3007,345,110,5237,73,37,20,17,11,21,42,,9488,1564,,56426,22585,1858,21,125,57,1846,1561,8079,1454,,371,205,982,,21112,30888,3776,11,121,,140,135,3271,3435,,17,3,223,25,66,55,58,138,310,84,4,45,,130,75,193,23,13,76,3,974,132,49,32,45,22,69
2015-02-05,11022,4183,18895,4641,1166,1746,2162,597,1093,1553,,3407,331,464,414,29,8648,3029,350,113,5267,73,37,20,17,11,21,42,,9537,1574,,56876,22763,1918,21,131,63,1870,1580,8142,1477,,374,214,986,,21245,31040,3795,12,121,,147,135,3288,3452,,17,5,226,25,66,55,58,138,311,84,4,46,,130,75,195,24,13,76,3,977,132,49,32,45,23,69
2015-02-12,11068,4206,19010,4666,1170,1755,2186,601,1101,1567,,3424,333,467,414,29,8689,3045,354,114,5286,73,38,20,17,11,21,44,,9616,1585,,57303,22961,1988,21,137,71,1890,1594,8211,1502,,375,220,987,,21378,31227,3814,12,121,,149,135,3309,3467,,17,5,227,26,66,56,58,138,311,84,4,46,,130,76,195,24,13,77,3,982,132,49,32,45,23,70
2015-02-19,11104,4228,19139,4691,1173,1761,2204,602,1107,1578,,3441,336,469,417,29,8742,3055,357,118,5307,73,38,20,17,11,21,45,,9669,1588,,57687,23117,2056,21,139,78,1913,1614,8268,1513,,375,223,987,,21494,31414,3835,12,122,,152,136,3325,3488,,18,5,229,26,67,56,58,138,311,84,4,46,,130,76,195,24,13,77,3,988,134,49,32,45,24,71
2015-02-26,11158,4251,19249,4710,1182,1768,2217,605,1117,1586,,3464,339,474,417,29,8789,3073,358,119,5332,73,40,20,17,11,21,45,,9712,1596,,58172,23339,2126,21,144,82,1929,1630,8340,1532,,378,230,992,,21607,31587,3847,12,122,,153,138,3346,3506,,18,5,230,26,67,56,58,138,313,84,4,46,,131,76,195,24,13,77,3,990,134,49,32,45,24,72
