2015-05-10,4
2015-05-08,18
2015-05-13,31
2015-05-29,8
2015-05-23,2
2015-05-28,16
2015-05-31,4
2015-05-04,17
2015-06-29,12
2015-06-27,6
2015-06-11,12
2015-06-06,9
2015-06-13,10
2015-06-08,6
2015-06-20,4
2015-06-23,10
2015-06-15,19
2015-06-01,13
2015-06-02,12
2015-06-05,9
2015-06-22,6
2015-06-25,12
2015-07-01,0
2015-06-14,6
2015-06-17,9
2015-06-16,12
2015-06-10,4
2015-06-04,17
2015-06-19,7
2015-06-21,6
2015-06-30,10
2015-06-09,20
2015-06-07,6
2015-06-12,19
2015-06-28,8
2015-06-24,9
2015-06-18,7
2015-06-26,13
2015-06-03,17
2015-07-14,6
2015-07-23,11
2015-07-06,6
2015-07-01,5
2015-07-25,7
2015-07-22,12
2015-07-12,1
2015-07-11,3
2015-07-19,10
2015-07-20,13
2015-07-03,16
2015-07-08,15
2015-07-26,3
2015-07-02,12
2015-07-09,11
2015-07-27,12
2015-07-31,12
2015-07-30,15
2015-07-07,9
2015-07-13,13
2015-07-10,12
2015-07-21,20
2015-07-05,4
2015-07-28,7
2015-07-29,5
2015-07-15,9
2015-07-18,11
2015-07-16,9
2015-07-17,4
2015-07-24,8
2015-07-04,8
2015-08-08,8
2015-08-27,12
2015-08-16,7
2015-08-31,8
2015-08-21,16
2015-08-26,11
2015-08-01,9
2015-08-03,13
2015-08-09,9
2015-08-10,9
2015-08-25,12
2015-08-04,9
2015-08-14,11
2015-08-28,11
2015-08-17,8
2015-08-30,3
2015-08-15,9
2015-08-19,10
2015-08-20,16
2015-08-24,15
2015-08-02,2
2015-08-29,6
2015-08-22,10
2015-08-12,14
2015-08-23,11
2015-08-11,9
2015-08-07,12
2015-08-13,5
2015-08-18,14
2015-08-05,14
2015-08-06,7
2015-09-02,9
2015-09-01,11
2015-01-21,183
2015-01-12,167
2015-01-15,167
2015-01-20,171
2015-01-22,162
2015-01-16,181
2015-01-02,93
2015-01-07,185
2015-01-31,71
2015-01-23,175
2015-01-13,171
2015-01-14,156
2015-01-05,112
2015-01-08,148
2015-01-06,180
2015-01-03,66
2015-01-04,74
2015-01-09,142
2015-01-26,159
2015-01-10,81
2015-01-01,59
2015-01-27,191
2015-01-25,76
2015-01-29,156
2015-01-24,96
2015-01-11,102
2015-01-19,189
2015-01-18,91
2015-01-30,153
2015-01-28,178
2015-01-17,84
2015-02-22,96
2015-02-04,189
2015-02-18,192
2015-02-12,198
2015-02-24,177
2015-03-01,0
2015-02-20,166
2015-02-05,0
2015-02-23,172
2015-02-13,175
2015-02-26,165
2015-03-03,0
2015-02-14,69
2015-02-07,109
2015-02-02,156
2015-02-01,59
2015-02-11,175
2015-02-09,173
2015-02-27,165
2015-02-28,85
2015-02-25,162
2015-02-08,74
2015-02-17,200
2015-03-02,0
2015-02-15,99
2015-02-10,176
2015-02-19,182
2015-02-21,90
2015-02-16,152
2015-02-03,181
2015-02-06,147
2015-03-29,90
2015-03-19,178
2015-03-28,77
2015-03-01,88
2015-03-12,184
2015-03-18,204
2015-03-11,166
2015-03-15,68
2015-03-24,229
2015-03-16,158
2015-03-09,172
2015-03-04,202
2015-03-26,178
2015-03-17,182
2015-03-20,174
2015-03-06,168
2015-03-07,122
2015-03-08,93
2015-03-31,200
2015-03-10,198
2015-03-30,136
2015-03-27,172
2015-03-22,87
2015-03-13,169
2015-03-25,185
2015-03-21,101
2015-03-02,153
2015-03-03,177
2015-03-23,146
2015-03-05,176
2015-03-14,80
2015-04-02,179
2015-04-24,149
2015-04-06,171
2015-04-09,184
2015-04-13,176
2015-04-17,162
2015-04-07,186
2015-04-27,161
2015-04-19,111
2015-04-12,93
2015-04-25,110
2015-04-04,150
2015-04-05,107
2015-04-22,195
2015-04-23,191
2015-04-15,262
2015-04-10,187
2015-04-26,130
2015-04-20,209
2015-04-16,192
2015-04-29,218
2015-04-30,230
2015-04-28,186
2015-04-03,183
2015-05-01,0
2015-04-11,98
2015-04-01,203
2015-04-21,190
2015-04-18,101
2015-04-08,163
2015-04-14,193
2015-05-15,168
2015-05-21,198
2015-05-05,159
2015-05-03,88
2015-05-25,128
2015-05-06,167
2015-05-01,154
2015-05-19,215
2015-05-30,97
2015-05-27,191
2015-05-20,212
2015-05-02,119
2015-05-14,157
2015-05-26,178
2015-05-12,161
2015-05-17,89
2015-05-24,98
2015-05-22,178
2015-05-09,86
2015-05-16,101
2015-05-07,176
2015-05-18,176
2015-05-11,168
2015-05-10,107
2015-05-08,180
2015-05-13,227
2015-05-29,178
2015-05-23,95
2015-05-28,188
2015-05-31,106
2015-05-04,197
2015-06-29,223
2015-06-27,112
2015-06-11,211
2015-06-06,133
2015-06-13,113
2015-06-08,195
2015-06-20,100
2015-06-23,177
2015-06-15,170
2015-06-01,199
2015-06-02,193
2015-06-05,173
2015-06-22,151
2015-06-25,185
2015-07-01,0
2015-06-14,162
2015-06-17,187
2015-06-16,199
2015-06-10,200
2015-06-04,177
2015-06-19,168
2015-06-21,98
2015-06-30,172
2015-06-09,227
2015-06-07,112
2015-06-12,209
2015-06-28,94
2015-06-24,188
2015-06-18,194
2015-06-26,156
2015-06-03,172
2015-07-14,199
2015-07-23,203
2015-07-06,189
2015-07-01,168
2015-07-25,148
2015-07-22,208
2015-07-12,87
2015-07-11,137
2015-07-19,96
2015-07-20,192
2015-07-03,179
2015-07-08,191
2015-07-26,99
2015-07-02,225
2015-07-09,216
2015-07-27,197
2015-07-31,155
2015-07-30,196
2015-07-07,170
2015-07-13,200
2015-07-10,205
2015-07-21,203
2015-07-05,98
2015-07-28,186
2015-07-29,187
2015-07-15,211
2015-07-18,83
2015-07-16,165
2015-07-17,161
2015-07-24,180
2015-07-04,114
2015-08-08,95
2015-08-27,315
2015-08-16,86
2015-08-31,198
2015-08-21,238
2015-08-26,294
2015-08-01,83
2015-08-03,156
2015-08-09,116
2015-08-10,181
2015-08-25,281
2015-08-04,268
2015-08-14,173
2015-08-28,216
2015-08-17,158
2015-08-30,81
2015-08-15,87
2015-08-19,200
2015-08-20,232
2015-08-24,235
2015-08-02,75
2015-08-29,93
2015-08-22,105
2015-08-12,148
2015-08-23,97
2015-08-11,139
2015-08-07,168
2015-08-13,182
2015-08-18,191
2015-08-05,201
2015-08-06,196
2015-09-02,275
2015-09-01,217
